藥品編號,收費編號,藥品英文名,藥品中文名,顏色,形狀,劑型,廠牌名,中文加強描述,英文加強描述,備註
P6A769M,P6A769M     1PC,Diacomit,戴克癲膠囊250毫克,粉紅色,,膠囊,BIOCODEX,印有「Diacomit」和「250mg」字樣,Imprinted with「Diacomit」and「250mg」.,2021.08.23
P8A044M,P8A044M     1PC,UFree ER,優活持續釋放膜衣錠,白色,橢圓形,膜衣錠,美時,錠劑一面刻有" LP 332 ",Tablet engraved with " LP 332 ",103.07.16
PMA024P,PMA024P     1PC,Hydrocortisone,舒爾體爽注射劑,白色,粉末狀,凍晶注射劑,中國化學,,,103.07.21
PCC074P,PCC074P     1PC,Piperacillin,比拉幸乾粉注射劑,白色,粉末狀,乾粉注射劑,中國化學,,,103.07.21
PME118P,PME118P     1PC,NovoRapid penfill,諾和瑞諾芯管,,,注射劑,諾和諾德,「橘色」上蓋，需另搭配注射筆使用。,,103.07.09
PKA090M,PKA090M     1PC,Dexilant 60mg,得喜胃通緩釋膠囊60毫克,淡藍色,,膠囊,Takeda,膠囊上印有 「TAP   60」 字樣,Capsule imprinted with 「TAP   60」,2023.04.18
P6A780M,P6A780M     1PC,Zytiga,澤珂錠,白色,橢圓形,錠劑,嬌生,錠劑上刻有 " AA250 ",Tablet engraved with " AA250 ",103.08.02
P6A790P,P6A790P     1PC,Hepac Lock Flush 10 USP units/ml (新生兒/嬰兒使用),海派封管沖洗液,,,注射液,南光,,,103.08.05
PCH026P,PCH026P     1PC,Anti-cytomegalovirus antibody,,,,,,,,
PCH044M,PCH044M GS1 1PC,3TC,速汰滋,白色,菱形,膜衣錠,葛蘭素,有GX CJ7字樣,imprint with GX CJ7,105.09.06
PTA114S,PTA114S     1PC,Amolin Powder For Oral Susp.,萬博黴素懸液用粉５０公絲 / 公撮,白色,粉末狀,口服懸浮用粉劑,永豐,,,103.08.11
PCC078P,PCC078P ZD1 1PC,Lofalin Inj.,樂法林注射液,,,乾粉注射劑,政德,,,104.11.05
PID151P,PID151P     1PC,Dipeptiven,雙胜胺靜脈輸注液,,,注射劑,費森尤斯卡比,,,103.08.11
PGG100S,PGG100S     1PC,Seridol,賽力多內服液劑,,,口服液劑,晟德,,,103.08.12
P8A041M,P8A041M     1PC,Sofosbuvir,,米黃色,長橢圓形,錠劑,Gilead Sciences,錠劑一面刻有" 7977"、另一面"GSI ",One side of tablet engraved with " 7977" and "GSI",103.08.19
P3A545P,P3A545P     1PC,專案計劃 Lucentis,專案計劃 Lucentis,,,,NA,,,103.08.21
P4A066M,P4A066M     1PC,疾管局P-AMINOSALICYLIC ACID(PAS) 500mg/tab,疾管局P-AMINOSALICYLIC ACID(PAS) 500mg/tab,,,,NA,,,103.08.21
P4A098P,P4A098P     1PC,PCV13(公費)Prevenar 13,(公費)沛兒肺炎鏈球菌十三價結合型疫苗,,,,惠氏,,,103.08.21
PLB054P,PLB054P     1PC,NESP 20mcg/0.5ml,耐血比注射劑 20mcg/0.5ml,,,注射液,Kyowa Hakko Kirin,,,103.08.21
P6A791P,P6A791P     1PC,Marcaine,麻佳因注射液,,,注射劑,阿斯特捷利康,,,103.08.21
PZA264P,PZA264P     1PC,Benlysta 400mg,奔麗生凍晶注射劑 400mg,,,凍晶注射劑,GSK,,,2023.08.10
PZA262P,PZA262P     1PC,Benlysta 120mg,奔麗生凍晶注射劑 120mg,,,凍晶注射劑,GSK,,,2023.08.10
P6A101M,P6A101M     1PC,自備藥口服,自備藥口服,,,,NA,,,103.08.25
P6A102P,P6A102P     1PC,自備藥針劑,自備藥針劑,,,,NA,,,103.08.25
P6A103E,P6A103E     1PC,自備藥外用,自備藥外用,,,,NA,,,103.08.25
P6A104S,P6A104S     1PC,自備藥水劑,自備藥水劑,,,,NA,,,103.08.25
PID152P,PID152P     1PC,NuTRIflex Lipid special (限中央靜脈使用),欣保富瀀 中央靜脈營養輸注液,,,注射劑,柏朗,,,103.08.28
PCE037M,PCE037M     1PC,AKURIT-3,立剋核-3 膜衣錠,棕色,長橢圓形,膜衣錠,Lupin Limited,錠劑一面刻有" RHE",Tablet engraved with" RHE ",103.08.28
PGB067M,PGB067M     1PC,Mirapex PR 0.375 mg,樂伯克持續性藥效錠,白色,圓形,持續性藥效錠,百靈佳,錠劑一面刻有" P1",Tablet engraved with " P1",103.09.01
PVA102E,PVA102E     1PC,Kelac oph. Solution,舒腫眼藥水,,,眼藥水,麥迪森,,,103.09.03
PKA091M,PKA091M     1PC,Ulwycon,欣胃立康錠,淡粉紅色,圓形,錠劑,杏輝,錠劑上刻有" SP015 ",Tablet engraved with" SP015 ",103.09.05
PAA048P,PAA048P     1PC,Dimaval,螯金拔注射劑,,,注射劑,EVER Pharma JENA,,,103.09.05
PZA251M,PZA251M     1PC,Tamlosin,暢利淨持續釋放膠囊,粉紅/白色,,持續性藥效膠囊劑,生達,膠囊上印有" STD 554 ",Capsule imprinted with" STD 554 ",103.09.09
P6A792M,P6A792M     1PC,Victrelis,維取力,,,膠囊,默沙東,,,103.09.10
PZA250M,PZA250M     1PC,Singulair,欣流,肉色,方形,錠劑,默沙東,一邊有MSD 117字樣,另一邊有SINGULAIR字樣,imprint with MSD 117 & SINGULAIR,103.09.16
PFA020M,PFA020M     1PC,Cartil,卡迪爾錠,白色,圓形,鋁箔裝錠劑,健喬信元,錠劑上刻有" SYG 30 ",Tablet imprinted with " SYG 30 ",103.09.17
P6A744P,P6A744P     1PC,MethoTREXATE EBEWE,每索特注射液,,,注射劑,Ebewe Pharma,,,103.09.19
P6A746P,P6A746P     1PC,Decapeptyl Solution for injection 0.1mg/ml,弟凱得注射液,,,注射劑,Ferring,,,103.09.19
P6A753P,P6A753P     1PC,Kadcyla (自費),賀癌寧凍晶注射劑,,,凍晶注射劑,羅氏,,,103.09.19
P6A754M,P6A754M     1PC,Reosteo,瑞骨卓,橘色,,膜衣錠,Pharmascience,一面刻 RS，另一面刻 35,,103.09.19
P6A759P,P6A759P     1PC,Perjeta,賀疾妥注射液420毫克,,,注射液,羅氏,,,103.09.19
P6A760P,P6A760P     1PC,Halaven,賀樂維注射液,,,注射劑,衛采,,,103.09.19
P6A762M,P6A762M     1PC,Stivarga,癌瑞格膜衣錠40毫克,,,膜衣錠,拜耳,,,103.09.19
P6A763M,P6A763M     1PC,WINSTOP T/28,溫不妊T/２８糖衣錠〝家庭計畫一號口服避孕藥〞,,,糖衣錠,溫士頓,,,103.09.22
P6A764M,P6A764M     1PC,WINSTOP 30,溫不妊３０,,,糖衣錠,溫士頓,,,103.09.22
P6A765M,P6A765M     1PC,WINSTOP 28 S.C.,溫不妊２８糖衣錠,,,糖衣錠,溫士頓,,,103.09.22
P6A777P,P6A777P     1PC,Kadcyla(T-DM1) 100mg,賀癌寧凍晶注射劑 100毫克,,,凍晶注射劑,羅氏,,,103.09.22
P6A779P,P6A779P     1PC,NeoProfen  I.V.,NeoProfen  I.V.（專案）,,,注射劑,Alpharma,,,103.09.22
P6A782M,P6A782M     1PC,Carbaglu,卡顧安素可溶錠,,長條形,錠劑,Orphan,,,2022.06.14
P6A785P,P6A785P     1PC,Mozobil,總動原注射劑,,,注射劑,賽諾菲,,,103.09.23
P6A787P,P6A787P     1PC,Zaltrap,柔癌捕注射劑,,,注射劑,賽諾菲,,,103.09.22
PMF067P,PMF067P     1PC,Keybone,吉利康注射液,,,注射劑,南光,,,103.09.30
P6A905M,P6A905M     1PC,Apo-Mefloquine,安保克瘧錠,,,錠劑,Apotex,,,103.10.02
P6A906M,P6A906M     1PC,Malarone(嘉義旅遊門診),Malarone(嘉義旅遊門診),,,錠劑,NA,,,103.10.02
P6A907P,P6A907P     1PC,Alphanate 250IU,"基立福"乾燥抗血友病第八因子注射劑,,,凍晶注射劑,Griflos,,,103.10.02
P8A022M,P8A022M     1PC,Stivarga 40mg (無償),癌瑞格膜衣錠 (無償),,,膜衣錠,拜耳,,,103.10.02
P8A037M,P8A037M     1PC,Revolade 12.5mg,返利凝膜衣錠 12.5mg,,,膜衣錠,葛蘭素,,,103.10.02
P8A038M,P8A038M     1PC,Revolade  25mg,返利凝膜衣錠  25mg,,,膜衣錠,葛蘭素,,,103.10.02
P8A039M,P8A039M     1PC,Revolade  75mg,返利凝膜衣錠 75mg,,,膜衣錠,葛蘭素,,,103.10.02
P8A042P,P8A042P     1PC,Signifor,Signifor,,,,NA,,,103.10.02
P8A045M,P8A045M     1PC,GSK1120212   0.5mg,GSK1120212,,,,NA,,,103.10.02
P8A047M,P8A047M     1PC,Adempas 0.5mg,Adempas 0.5mg,,,,NA,,,103.10.02
P8A049M,P8A049M     1PC,Adempas 1.5 mg,Adempas 1.5 mg,,,,NA,,,103.10.02
P8A050M,P8A050M     1PC,Adempas 2mg,Adempas 2 mg,,,,NA,,,103.10.02
P8A051M,P8A051M     1PC,Adempas 2.5 mg,Adempas 2.5 mg,,,,NA,,,103.10.02
PAA022P,PAA022P     1PC,Cyanide antidote kit,Cyanide antidote medicines,,,,NA,注射劑,,103.10.02
PGE035E,PGE035E     1PC,Plegisol,開心吉溶液劑,,,,Hospira,,,103.10.02
PHA008E,PHA008E     1PC,Methylene blue,Methylene blue,,,,NA,,,103.10.02
PHL012P,PHL012P     1PC,公費BCG vaccine 0.05mg/ds, 30ds/pc,凍結乾燥卡介苗,,,凍晶注射劑,疾管局,,,103.10.03
PID001P,PID001P     1PC,ACD Solution-C,抗血液凝固枸櫞酸鹽葡萄糖液Ｃ,,,注射劑,信東,,,103.10.03
PID055P,PID055P     1PC,Tpn  renal  1000ml/bot,Tpn  renal  1000ml/bot,,,,NA,,,103.10.03
PID056P,PID056P     1PC,Tpn standard 1000ml/bot,Tpn standard 1000ml/bot,,,,NA,,,103.10.03
PID057P,PID057P     1PC,Tpn standard 500ml/bot,Tpn standard 500ml/bot,,,,NA,,,103.10.03
PID058P,PID058P     1PC,Tpn hn 1000ml/bot,Tpn hn 1000ml/bot,,,,NA,,,103.10.03
PID060P,PID060P     1PC,Peripheral PN 1000ml/bot,Peripheral PN 1000ml/bot,,,,NA,,,103.10.03
PID061P,PID061P     1PC,Neonate PN 500ml/bot,Neonate PN 500ml/bot,,,,NA,,,103.10.03
PID062P,PID062P     1PC,Tpn hepatic 1000ml/bot,Tpn hepatic 1000ml/bot,,,,NA,,,103.10.03
PID063P,PID063P     1PC,Tpn standard 100ml/bot,Tpn standard 100ml/bot,,,,NA,,,103.10.03
PID064P,PID064P     1PC,Neonate PN 100ml/bot,Neonate PN 100ml/bot,,,注射劑,NA,,,103.10.03
PID066P,PID066P     1PC,Neonate PN 200ml/bot,Neonate PN 200ml/bot,,,,NA,,,103.10.03
PID068P,PID068P     1PC,Neonate PN 300ml/bot,Neonate PN 300ml/bot,,,,NA,,,103.10.03
PID071P,PID071P     1PC,Glucose 50%,500ml/bag(TPN專用),葡萄糖注射液５０％,,,注射劑,永豐,,,103.10.03
PID080P,PID080P     1PC,Zinc sulfate inj.,硫酸鋅注射液,,,注射劑,信東,,,103.10.03
PID082P,PID082P     1PC,Tpn hepatic 500ml/bot,Tpn hepatic 500ml/bot,,,,NA,,,103.10.03
PID084P,PID084P     1PC,Tpn hn 500ml/bot,Tpn hn 500ml/bot,,,,NA,,,103.10.03
PID086P,PID086P     1PC,Tpn  renal  500ml/bot,Tpn  renal  500ml/bot,,,,NA,,,103.10.03
PID088P,PID088P     1PC,Tpn hepatic 100ml/bo,Tpn hepatic 100ml/bo,,,,NA,,,103.10.03
PID136P,PID136P     1PC,Pediatric Standard TPN 500ml/bot,Pediatric Standard TPN 500ml/bot,,,,NA,,,103.10.03
PID138P,PID138P     1PC,Pediatric Standard TPN 1000ml/bot,Pediatric Standard TPN 1000ml/bot,,,,NA,,,103.10.03
PID148P,PID148P     1PC,Newborn start 100ml/bot,Newborn start 100ml/bot,,,,NA,,,103.10.03
PIG070P,PIG070P     1PC,Normal saline 250ml in 500ml/PP瓶,生理食鹽水注射液 (PP瓶 ),,,注射劑,永豐,,,103.10.03
PIG074P,PIG074P     1PC,5% Glucose 250ml in 500ml/Bot(PP瓶),5% Glucose 250ml in 500ml/Bot(PP瓶),,,,永豐,,,103.10.03
PLD056E,PLD056E     1PC,Spongostan 0.05cm,Spongostan 0.05cm,,,,嬌生,,,103.10.03
PMD047P,PMD047P     1PC,Norditropin SimpleXx 10mg/1.5ml,諾德欣注射液,,,注射劑,諾和諾德,,,103.10.03
PNA011P,PNA011P     1PC,公費HyperHep B S/D 0.5ml,公費Ｂ型肝炎免疫人血球蛋白注射液,,,,Griflos,,,103.10.06
PNA015P,PNA015P     1PC,公費Poliovirus vaccine inactivated 0.5ml/amp,公費Poliovirus vaccine inactivated 0.5ml/amp,,,,NA,,,103.10.06
PNA020P,PNA020P     1PC,公費Encephalitis vaccine 1ml/vial,日本腦炎疫苗,,,,NA,,,103.10.06
PNA024P,PNA024P     1DS,公費Measles vaccine,公費Measles vaccine,,,,NA,,,103.10.06
PNA090P,PNA090P     1PC,公費Diphtheria & Tetanus toxoid 0.5ml/ds,6ds/3ml/vial,公費Diphtheria & Tetanus toxoid 0.5ml/ds,6ds/3ml/vial,,,注射劑,NA,,,103.10.06
PNA101P,PNA101P     1PC,Pneumovax 23 vaccine (公費),紐蒙肺多價性肺炎鏈球菌疫苗,,,注射劑,默沙東,,,103.10.06
PNA133P,PNA133P     1PC,Zostavax,伏帶疹 活性帶狀皰疹疫苗,,,凍晶注射劑,默沙東,,,103.10.06
PNA134P,PNA134P     1PC,Fluarix  (雲林免費),伏流感疫苗 (雲林免費),,,懸液注射劑,葛蘭素,,,103.10.06
PRA054P,PRA054P     1IU,Dysport,儷緻注射劑,,,凍晶注射劑,IPSEN,,,103.10.06
PUA053P,PUA053P     1PC,Phenol 5%,Phenol 5%,,,,NA,注射劑,,103.10.06
PUA062P,PUA062P     1PC,Mepivastesin,美力威士得新注射劑,,,注射劑,3M,,,103.10.06
PVC028E,PVC028E     1PC,Glycerin ear drops 10ml/bot,Glycerin ear drops 10ml/bot,,,點耳液,NA,,,103.10.06
PVI004E,PVI004E     1PC,BSS,BSS,,,眼用沖洗液,NA,,,103.10.06
PWL059E,,Sindine Surgical Scrub 500ml,金碘擦洗液 500ml,,,外用液劑,杏輝,,,103.10.07
PZA055E,,0.5% acetic acid 1000ml/pc,0.5% acetic acid 1000ml/pc,,,,NA,,,103.10.07
PZA061E,PZA061E     1PC,STERILE WATER FOR IRRIGATION,滅菌沖洗用蒸餾水,,,外用液劑,永豐,,,103.10.07
PZA062E,PZA062E     1PC,N.S. IRRIGATION,生理食鹽水沖洗液,,,外用液劑,永豐,,,103.10.07
PZA138M,PZA138M     1PC,Cystadane,Cystadane,,,,NA,,,103.10.07
PZA183M,PZA183M FH1 1PC,Tamiflu (衛福部),克流感膠囊,黃/灰色,,膠囊,羅氏 / F.HOFFMANN-LA,有ROCHE 75mg字樣,imprint with ROCHE 75mg,2020.03.20
PZA231M,PZA231M     1PC,Thado,賽得膠囊,橘/白色,,膠囊,台灣東洋,有Thado字樣,imprint with Thado,103.10.07
PMG004M,PMG004M     1PC,Carbizo,抗泌腫錠,米黃色,圓形,錠劑,優生,,,103.10.09
PGH042M,PGH042M     1PC,Ritalin LA 20mg,利他能持續性藥效膠囊 20mg,白色,,持續性藥效膠囊劑,諾華,膠囊上印有" NVR  R20 ",Capsule imprinted with " NVR  R20 ",103.10.14
PWB029E,PWB029E     1PC,Xylmol oint.,喜癒痔軟膏,,,直腸用軟膏,杏輝,,,103.10.21
PVD049E,PVD049E     1PC,Mikelan LA,大塚美特朗持續性點眼液 2%,,,眼藥水,大塚,,,103.11.04
PMC037M,PMC037M     1PC,Medrone,美得能錠,淡紅紫色,橢圓形,錠劑,健喬信元/優良,錠劑上一面有刻痕,Tablet one side scored,105.03.14
PCC338P,PCC338P     1PC,Oxacillin  Powder for Inj.,歐斯力娜乾粉注射劑,白色,粉末狀,乾粉注射劑,中國化學,,,103.11.14
PFA026M,PFA026M     1PC,Meletin,脈律循膠囊,紅橙/黃橙色,,膠囊,信東,膠囊上印有" 100 mg, ST-022 ",Capsule imprinted with" 100 mg, ST-022 ",103.11.19
PWC057E,PWC057E     1PC,Hydrocortisone cream,吉舒乳膏,,,外用乳膏,杏輝,,,103.11.19
PGF072S,PGF072S     1PC,Talopram,易復樂 內服液劑,,,口服液劑,晟德,,,103.11.19
PFD028M,PFD028M     1PC,Methyldopa F.C. Tablets,脈得保膜衣錠,土黃色,圓形,膜衣錠,強生,錠劑一面有刻痕,Tablet one side scored,103.11.20
PDA050M,PDA050M     1PC,Ufur,友復膠囊,白色,,膠囊,台灣東洋,,,103.11.28
PFC075M,PFC075M     1PC,ROBESTAR SANDOZ  5mg,魯士定膜衣錠,肉色,圓形,膜衣錠,Sandoz,錠劑上刻有" RSV 5 ",Tablet engraved with" RSV 5 ",103.12.01
PFC005M,PFC005M     1PC,Crestor  10 mg,冠脂妥,粉紅色,圓形,錠劑,阿斯特捷利康,錠劑上刻有ZD4522   10字樣,Tablet engraved with" ZD4522  10 ",103.12.01
PFC073M,PFC073M     1PC,Crestor 5mg,冠脂妥膜衣錠,土黃色,圓形,膜衣錠,阿斯特捷利康,錠劑上刻有ZD4522   5 字樣,Tablet engraved with" ZD4522   5 ",103.12.01
PDA287P,PDA287P     1PC,Methotrexate EBEWE,每索特注射液,,,注射劑,Ebewe Pharma,,,103.12.08
PCC339P,PCC339P     1PC,Curam 1000 / 200,諾快寧靜脈乾粉注射劑,白色,粉末狀,乾粉注射劑,Sandoz," 紫 "色字體,,103.12.09
PVI025E,PVI025E     1PC,Optive,愛力根優麗舒單支裝眼用點眼液,,,眼藥水,愛力根,,,103.12.11
PZA273M,PZA273M     1PC,Rozerem,柔速瑞膜衣錠,淺黃橙色,圓形,膜衣錠,武田,錠劑上印有" TAK  RAM-8 "字樣,Tablet imprinted with" TAK   RAM-8 ",103.12.16
PCC334P,PCC334P     1PC,Cetazine 1g / vial,孢妥注射劑1g,,,注射劑,生達,,,2019.11.26
PVA033E,PVA033E     1PC,Tobacin Eye Drops,特百欣眼藥水,,,眼藥水,麥迪森,,,103.12.23
PMD048P,PMD048P     1PC,Elonva 150mcg,伊諾娃注射液 150mcg,,,注射液,MSD,,,103.12.24
PME006M,PME006M     1PC,Glutrol,利糖妥錠,白色,四方形,錠劑,瑞安,一面有刻痕，另一面刻有 PURZER 038,One side scored, the other side engraved with " PURZER 038 ",103.12.25
PUA046E,PUA046E     1PC,Dexa Orabase,得舒口內膏,,,口腔乳膏,杏輝,,,103.12.25
PWH004E,PWH004E     1PC,Jia Mei Cream,佳黴乳膏,,,外用乳膏,十全,,,103.12.25
PLA039P,PLA039P     1PC,Gelofusine,佳樂施 注射液,,,注射劑,柏朗,,,103.12.25
PFE008M,PFE008M     1PC,Dipyridamole 25mg,待匹力達糖衣錠,紅色,圓形,糖衣錠,生達,錠劑上印有 " STD 129 ",Tablet imprinted with " STD 129 ",103.12.26
PVF026E,PVF026E     1PC,Parmason 360ml,寶馬生漱口水,淡綠色,,外用液劑,寶齡富錦,,,103.12.26
PDA300M,PDA300M     1PC,Revlimid 5mg,瑞復美膠囊 5毫克,白色,,鋁箔裝膠囊,Celgene,印有REV  5mg字樣,imprinted with REV  5mg,2023.07.31
PDA302M,PDA302M     1PC,Revlimid 10mg,瑞復美膠囊10毫克,藍綠/黃色,,鋁箔裝膠囊,Celgene,印有REV  10mg字樣,imprinted with REV  10mg,2023.07.31
PWL080E,PWL080E     1PC,Fusidic acid cream,褐黴素乳膏,,,外用乳膏,杏輝,,,2021.11.11
P8A057M,P8A057M     1PC,Imbruvica (無償),Imbruvica (無償),白色,,膠囊,NA,膠囊上印有" ibr  140 mg ",Capsule imprinted with " ibr  140 mg ",103.12.30
PUA079E,PUA079E     1PC,Nincort in orabase,寧康口內膠,,,口腔乳膏,杏輝,,,103.12.30
PIG093M,PIG093M     1PC,Fosrenol 1000mg,福斯利諾咀嚼錠,白色,圓形,咀嚼錠,Shire,刻有S405 1000字樣,imprinted with S405 1000,104.01.06
P6A793M,P6A793M     1PC,Opsumit(罕見疾病),,白色,圓形,鋁箔裝錠劑,Actelion,,,104.01.05
PFC076M,PFC076M     1PC,Pitator,必抑脂膜衣錠2毫克,白色,圓形,膜衣錠,友霖生技,錠劑一面有刻痕，另一面刻有  OP 15,One side scored, the other side engraved with " OP 15",104.01.06
PDA303P,PDA303P     1PC,Leunase 10000 KU,樂拿舒注射劑,,,凍晶注射劑,Kyowa Hakko Kirin,,,104.01.06
PDA007P,PDA007P     1PC,Leunase,樂拿舒注射劑,,,凍晶注射劑,Kyowa  Kirin,,,104.01.06
PMF040P,PMF040P     1PC,Pamisol concentrated 15mg/5ml,裴米索注射液,,,注射劑,Hospira,,,105.01.12
P6A772P,P6A772P     1PC,Remodulin 100mg,,,,注射液劑,Ferrer,,,2020.09.18
P6A796M,P6A796M     1PC,Xeljanz 5mg,捷抑炎 膜衣錠,白色,圓形,膜衣錠,Pfizer,有 JKI5 及 Pfizer 字樣,,
P6A798P,P6A798P     1PC,Signifor,欣瘤伏皮下注射液 0.9毫克/毫升,,,注射液,Novartis,注射液,,
PCC198P,PCC198P     1PC,Targocid 200mg,得時高凍晶注射劑 200毫克,,,凍晶注射劑,Sanofi,,,2023.03.25
PCC208P,PCC208P     1PC,Tygacil,老虎黴素,,,凍晶注射劑,惠氏,橘色凍晶粉末,orange lyophilized powder,96.05.16新增
PWP030E,PWP030E     1PC,Esarin gel,礙沙凝膠,,,外用凝膠,中國化學,,,103.05.30
PCH037M,PCH037M     1PC,Videx-EC 400,惠妥滋,白色,橢圓形,膠囊,必治妥,有BMS 400mg及 6674字樣,imprint with BMS 250mg & 6674,
PCH074M,PCH074M     1PC,Ziagen,濟而剛,黃色,橢圓形,錠劑,葛蘭素,有GX 623字樣,imprint with GX 623,
PCH078M,PCH078M     1PC,Baraclude 1mg,貝樂克膜衣錠1毫克,粉紅色,三角形,鋁箔裝錠劑,Bristol Myers Squibb,有BMS及1612字樣,,2023.07.17
PCH114M,PCH114M     1PC,Edurant 25mg,恩臨膜衣錠 25毫克,白色,圓形,膜衣錠,Janssen,錠劑上—面刻有「TMC」，另一面 「 25 」字樣,Tablet engraved with one side「TMC」 and 「 25 」 on the others,2023.06.17
PDA029P,PDA029P     1PC,Endoxan,癌得星,,,,百特,,,
PDA114P,PDA114P     1PC,Proleukin,普留淨,,,凍晶注射劑,Chiron,,,
PDA154P,PDA154P     1PC,Zoladex 3.6mg,諾雷德持續性注射劑 3.6公絲,,,植入劑,AstraZeneca,,,2023.03.22
PDA160P,PDA160P     1PC,Leuplin depot,柳菩林,,,,武田,,,
PVI007E,PVI007E     1PC,Lacrisert,淚可舒,,,,默沙東,,,
PDA240M,PDA240M     1PC,Tykerb,泰嘉錠,米黃色,長橢圓形,錠劑,葛蘭素,有GS X JG字樣,Imprint with GS X JG,102.07.31
PWB012E,PWB012E     1PC,Cortema,可體,,,,瑞安,,,
PDA295M,PDA295M     1PC,Giotrif 30mg,妥復克膜衣錠30毫克,藍色,圓形,膜衣錠,百靈佳,錠劑上一面刻有" T30 "，另一面為百靈佳公司標誌,Tablets engraved on one side there is " T30 ", the other side of Boehringer Ingelheim company logo,2023.04.06
PVA034E,PVA034E     1PC,Ciloxan,施樂舒 眼藥水,,,眼藥水,愛爾康,,,107.03.15
PVD022E,PVD022E     1PC,Travatan,舒壓坦 眼藥水,,,眼藥水,愛爾康,白/綠色外盒包裝,White/green box package,100.11.10
PVD030E,PVD030E     1PC,Elebloc,愛克壓點眼液,,,眼藥水,愛爾康,,,
PFA070P,PFA070P     1PC,Adenocor,安室律注射劑,,,注射劑,賽諾菲,,,2022.08.23
PFA080P,PFA080P     1PC,Primacor  10mg/10mL,派明克注射劑 10mg/10mL,,,注射劑,Sanofi,,,2023.09.22
PFA082M,PFA082M     1PC,Tambocor,律博克,白色,圓形,錠劑,3M,有3M及TR100字樣,imprint with 3M & TR100,
PTA094S,PTA094S     1PC,Kidsolone Oral Solution,必爾生口服液,淡橘色,,口服液劑,晟德,淡橘藥淡白色瓶蓋,Light orange liquid, bottle with white cap,100.10.20
PVA001E,PVA001E     1PC,Trisonin Aqueous Nasal Spray,特索寧水性鼻用噴液劑,,,鼻用噴液劑,健喬信元,,,103.12.01
PVA002E,PVA002E     1PC,Devirus,力克眼用軟膏,,,,溫士頓,,,
PFE037E,PFE037E     1PC,Nitroderm TTS 5,護心貼片,,,貼片劑,諾華,,,
PFE040P,PFE040P     1PC,Millisrol,敏立舒,,,,日本化藥,,,
PFG001P,PFG001P     1PC,Promostan,保脈暢注射劑,,,凍晶注射劑,小野,,,2023.04.10
PGA070M,PGA070M     1PC,Neurtrol 300mg,癲合膜衣錠,黃色,長橢圓形,膜衣錠,健亞,有剝半線及GL 300字樣,engraved with line and GL 300,980119
PGD006P,PGD006P     1PC,Bain Injection,芯奔注射液,,,注射液,健亞,,,980619
PSA008M,PSA008M     1PC,Cicimei,西西美片,黃色,圓形,錠劑,瑞士,有SWISS字樣,engraved with SWISS,
PSA032P,PSA032P     1PC,Lyo-Povigent Injection (4ml/pc),利保維源注射劑 (4ml/pc),,,注射劑,中國化學,Part I ( Vial /凍晶粉末 ) + Part II (  Amp /4ml液劑 ) 共 2 劑,Part I (Vial / lyophilized powder) + Part II (Amp / 4ml solvent) of two,102.01.10
PGG007M,PGG007M     1PC,Risperdal,理思必妥,黃色,橢圓形,錠劑,楊森,有Ris-3字樣,imprint with Ris-3,
PMF015P,PMF015P     1PC,Glypressin,可利新,,,,Ferring,,,
PGG063P,PGG063P     1PC,Risperdal,維思通,,,,嬌生,,,
